Monnaie,Cours,1h,24h,7j,Volume sur 24h,Capitalisation du marché
UBIX Network UBX UBX,"$0,001418550644",2.4%,-13.1%,16.6%,$5 567 795,?
Ston STON STON,"$0,027192712558",0.1%,-5.2%,-5.9%,$134 844,?
TronVegasCoin VCOIN VCOIN,"$0,002519736450",?,?,?,?,?
SuperTx Governance Token SUP SUP,"$19,58",-0.8%,-13.0%,-11.9%,$22 034,?
Yearn Classic Finance EARN EARN,"$6,21",0.0%,-5.1%,2.6%,"$0,000000000000",?
LOVE Coin LOVE LOVE,"$0,002927849899",?,?,?,?,?
Eauric EAURIC EAURIC,"$0,153724",?,?,?,?,?
SwapAll SAP SAP,"$0,088205987208",0.6%,-7.7%,-20.4%,$86 456,?
Bitcoiva BCA BCA,"$39,92",-0.4%,10.1%,14.5%,$841 906,?
Misbloc MSB MSB,"$0,179435",0.6%,-3.7%,2.1%,$602 083,?
LoveChain LOV LOV,"$0,102395",,1.0%,24.3%,"$702,59",?
Simracer Coin SRC SRC,"$0,127865",?,?,?,?,?
Cryptochrome CHM CHM,"$0,040272806446",,0.0%,-12.0%,"$0,000000000000",?
Dream Swap DREAM DREAM,"$0,000520610938",?,?,?,?,?
Yearn Global YG YG,"$0,139699",?,?,?,?,?
Yearn20Moon.Finance YMF20 YMF20,"$0,942988",?,?,?,?,?
Coral Swap CORAL CORAL,"$0,206542",1.2%,-0.2%,-4.1%,$37 540,?
Wrapped Conceal WCCX WCCX,"$0,336098",-0.7%,-15.1%,-22.3%,"$4 364,73",?
Tessla Coin TSLA TSLA,"$0,609375",0.4%,0.5%,7.1%,$442 323,?
Fromm Car FCR FCR,"$0,000006796840",?,?,?,?,?
gAsp GASP GASP,"$0,006121845411",3.4%,-3.0%,-24.3%,"$486,39",?
Bankroll Extended Token BNKRX BNKRX,"$0,010627555320",,-5.9%,-15.3%,"$0,006195397139",?
Ethereum Vault ETHV ETHV,"$0,001001869815",?,?,?,?,?
Combo COMB COMB,"$0,003805947422",3.2%,-5.6%,14.4%,$85 632,?
Wrapped BIND WBIND WBIND,"$0,017625777134",?,?,?,?,?
Trade.win TWI TWI,"$0,105413",-11.4%,-1.9%,-27.4%,"$8 171,56",?
MTI Finance MTI MTI,"$0,000100529934",?,?,?,?,?
TEAL TEAT TEAT,"$0,032602659439",-4.5%,-9.3%,-20.7%,$77 888,?
Yfi.mobi YFIM YFIM,"$12,84",,0.0%,-37.5%,"$0,000000000000",?
Yearn Finance Bit2 YFB2 YFB2,"$5,31",0.0%,-1.6%,10.0%,"$0,000000000000",?
Zuplo ZLP ZLP,"$0,000305214857",?,?,?,?,?
Divert Finance DEVE DEVE,"$49,99",?,?,?,?,?
MedicalVeda MVEDA  MVEDA,"$0,017033442714",-0.5%,-4.2%,-10.2%,$241 880,?
Blueshare Token BST1 BST1,"$0,008158515427",?,?,?,?,?
LONG COIN LONG LONG,"$0,000007127649",,-11.3%,-21.5%,"$82,32",?
BitDefi BFI BFI,"$2,00",?,?,?,?,?
Rake Finance RAK RAK,"$14,70",0.0%,-3.4%,-4.2%,"$0,000000000000",?
EveryonesCrypto EOC EOC,"$0,008862120734",0.8%,1.2%,-26.1%,"$196,42",?
FRMx Token FRMX FRMX,"$3 969,07",1.0%,-9.5%,-10.5%,$53 410,?
WadzPay Token WTK WTK,"$0,229122",-0.0%,5.6%,100.1%,$3 365 232,?
WhiteHole_BSC WHOLE WHOLE,"$3,07",? ,?,?,?,?
Future Cash Digital FCD FCD,"$0,153249",?,?,?,? ,?
Digiwill DGW DGW,"$0,005538120139",?,?,?,?,?
Strain STRN STRN,"$0,000000001000",?,?,?,?,?
GARD Governance Token GGT GGT,"$0,000048859986",0.0%,0.0%,-26.8%,"$0,000000000000",?
Drakoin DRK DRK,"$0,006833090805",0.1%,3.3%,-41.1%,"$870,48",?
Akoin AKN AKN,"$0,175663",-1.6%,0.7%,-19.8%,$47 143,?
MetaGame SEED SEED,"$28,69",,,-1.9%,"$3 442,75",?
Peet DeFi PTE PTE,"$0,169979",0.4%,-12.1%,-14.1%,"$69,03",?
Liquid Lottery RTC  LIQLO LIQLO,"$13,43",?,?,?,?,?
Pikto Group PKP PKP,"$0,009995038302",0.5%,-90.0%,-94.7%,"$126,06",?
Liquid DeFi LIQ LIQ,"$29,57",?,?,?,?,?
STONKS STONK STONK,"$0,563205",?,?,?,?,?
Volts.Finance VOLTS VOLTS,"$3,58",?,?,?,?,?
Asia Reserve Currency Coin ARCC ARCC,"$0,088953017391",,-0.3%,0.1%,"$2 711,83",?
cocktailbar.finance COC COC,"$15,27",,-3.8%,-28.1%,"$0,000000000000",?
Yearn Hold Finance YHFI YHFI,"$0,100409",?,?,?,?,?
Biokkoin BKKG BKKG,"$21,23",0.2%,-4.1%,1.8%,"$10 106,09",?
Dtube Coin DTUBE DTUBE,"$0,157193",,-6.2%,4.3%,"$18,13",?
Raicoin RAI RAI,"$0,008517372610",,-5.4%,-16.6%,"$815,93",?
YTHO Online YTHO YTHO,"$20,06",?,?,?,?,?
Interest Bearing ETH IBETH IBETH,"$4 746,32",?,?,?,?,?
Experty Wisdom Token WIS WIS,"$0,064279459316",2.9%,-29.3%,33.1%,$135 880,?
PBS Chain PBS PBS,"$0,000000020355",?,?,?,?,?
Die DIE DIE,"$45,48",?,?,?,?,?
Candela Coin CLA CLA,"$0,036616381718",0.4%,6.4%,160.9%,"$455,81",?
YFI3.money YFI3 YFI3,"$0,051345230916",?,?,?,?,?
Parsiq Boost PRQBOOST PRQBOOST,"$0,011872992557",0.8%,-3.9%,-29.7%,"$0,000000000034",?
MileVerse MVC MVC,"$0,022078352077",-1.0%,-4.8%,3.1%,$3 401 844,?
BSC Farm BSC BSC,"$0,109728",?,?,?,?,?
Meld Gold MCAU MCAU,"$57,86",0.1%,0.2%,0.4%,"$231,44",?
Yearn Finance Value YFIV YFIV,"$0,100502",0.0%,0.0%,-58.5%,"$0,000000000000",?
OLO OLO OLO,"$0,101689",?,?,?,?,?
Kryptokrona XKR XKR,"$0,000607899025",?,?,?,?,?
PrimeDAO PRIME PRIME,"$0,178640",?,?,?,?,?
LibreFreelencer LIBREF LIBREF,"$0,000042272242",?,?,?,?,?
Danat Coin DNC DNC,"$0,197802",2.4%,-9.8%,-10.0%,"$4 148,40",?
Cexlt CLT CLT,"$0,002335614114",0.0%,0.0%,6.5%,"$0,000000000000",?
TOM Finance TOM TOM,"$133,78",7.2%,2.9%,-29.9%,$146 666,?
SUP8EME SUP8EME SUP8EME,"$0,019230505437",?,?,?,?,?
Timecoin Protocol TMCN TMCN,"$4 735,63",0.6%,116.0%,-26.3%,$12 809 929,?
QUSD Stablecoin QUSD QUSD,"$0,732924",?,?,?,?,?
Chemix Ecology Governance Token KUN KUN,"$0,474330",1.3%,-2.6%,-12.0%,"$16 427,58",?
HypeBurn HBURN HBURN,"$5,49",?,?,?,?,?
Compounder CP3R CP3R,"$0,187343",?,?,?,?,?
DePay DEPAY DEPAY,"$1,98",0.9%,-3.9%,1.3%,"$634,32",?
XPToken.io XPT XPT,"$0,527316",19.6%,46.4%,19.6%,"$3 464,04",?
Deipool DIP DIP,"$0,039937503135",-8.7%,-10.7%,-3.5%,"$7 617,30",?
Score Milk MILK MILK,"$0,126307",?,?,?,?,?
Hype Finance HYPE HYPE,"$90,55",?,?,?,?,?
UnoSwap UNOS UNOS,"$0,345415",?,?,?,?,?
Bullswap Protocol BVL BVL,"$0,000715006308",0.0%,0.0%,-12.2%,"$0,000000000000",?
APHolding Coin APH APH,"$0,000441196531",?,?,?,?,?
Yearn Finance Center YFC YFC,"$44,67",?,?,?,?,?
Betller Coin BTLLR BTLLR,"$0,000589895649",0.0%,-5.5%,46.5%,"$5,74",?
Ballotbox BBX BBX,"$0,001396818619",?,?,?,?,?
BuildUp BUP BUP,"$0,071131377342",,-18.6%,21.3%,"$218,00",?
Brother Music Platform BMP BMP,"$0,009437504111",1.4%,-2.9%,-5.1%,$3 961 323,?
Apple Protocol Token AAPL AAPL,"$0,058421020764",0.0%,0.0%,-3.1%,"$0,000000000000",?
Prophet PROPHET PROPHET,"$0,115418",?,?,?,?,?
BLink BLK BLK,"$0,024978722848",4.2%,-4.1%,-0.6%,$52 599,?
AI Network AIN AIN,"$0,067971874767",?,?,?,?,?
Holdtowin 7ADD 7ADD,"$1,56",?,?,?,?,?
GROM GR GR ,"$0,001440268867",,0.0%,29.6%,"$0,000000000000",?
Metis MTS MTS,"$0,009735095603",-9.6%,-4.1%,-27.5%,$85 114,?
BitHash Token BT BT,"$1,98",-0.4%,-8.1%,-6.8%,$244 527,?
WeBlock WON WON,"$0,009110931716",,-2.9%,1.1%,"$102,33",?
MTTCoin MTTCOIN MTTCOIN,"$0,718944",0.0%,0.0%,-20.3%,"$0,000000000000",?
xAAVEa XAAVEA XAAVEA,"$3,72",,-0.2%,,$39 830,?
xAAVEb XAAVEB XAAVEB,"$3,01",?,?,?,?,?
Wrapped Zcash WZEC WZEC,"$127,51",?,?,?,?,?
King Of Defi KODX KODX,"$14,87",0.8%,-9.2%,-14.7%,"$89,23",?
CURVEHASH CURVE CURVE,"$0,000121916724",?,?,?,?,?
Zin ZIN ZIN,"$0,011827213007",,-79.9%,-80.2%,"$446,77",?
Crypto Rewards Studio CRS CRS,"$0,004196157917",?,?,?,?,?
Q DeFi Governance Token v2.0 QDEFI QDEFI,"$2 937,69",0.0%,-2.5%,-3.4%,$740 032,?
TronNodes TRN TRN,"$0,000166211976",,,-7.6%,"$7,83",?
LOAD Network LOAD LOAD,"$0,006691159968",?,?,?,?,?
JPYQ Stablecoin by Q DAO v1.0 JPYQ JPYQ,"$0,008793507400",0.6%,0.0%,0.9%,$38 107,?
CNYQ Stablecoin by Q DAO v1.0 CNYQ CNYQ,"$0,157045",0.8%,-0.1%,0.3%,$20 577,?
Gold Coin Reserve GCR GCR,"$1 799,29",0.2%,-0.6%,1.5%,$25 013 405,?
BooBanker Research Association BBRA BBRA,"$1,38",?,?,?,?,?
PoolStake PSK PSK,"$0,009980734354",?,?,?,?,?
DGPayment DGP DGP,"$0,067071942985",-0.4%,-1.0%,-4.6%,$59 979,?
GoldFinX GIX GIX,"$1,57",?,?,?,?,?
Baby Token BABY BABY,"$0,018307948691",0.6%,-5.4%,,$269 573,?
Hype.Bet HYPEBET HYPEBET,"$1,03",?,?,?,?,?
Unicap.Finance UCAP UCAP,"$0,531991",1.5%,-0.3%,10.2%,$22 140,?
Relayer Network (OLD) RLR RLR,"$1,59",?,?,?,?,?
ECOC Financial Growth EFG EFG,"$0,747833",?,?,?,?,?
MobileCoin MOB MOB,"$9,32",-0.4%,-0.8%,1.3%,$984 500,?
FileStar STAR STAR,"$0,432949",2.2%,-2.3%,-11.2%,$129 344,?
Makes MKS MKS,"$0,030314337480",0.1%,0.7%,1.0%,"$1 956,41",?
Hithotx HITX HITX,"$0,000660069552",0.1%,15.8%,-20.2%,"$419,85",?
Groovy Finance GVY GVY,"$2,41",?,?,?,?,?
flexUSD FLEXUSD FLEXUSD,"$1,00",0.7%,0.6%,-0.2%,"$4 948,23",?
NPO Coin NPO NPO,"$0,151991",0.2%,-1.2%,-7.6%,"$71,40",?
Fompound FOMP FOMP,"$4,35",-6.8%,-15.0%,6.0%,"$7 770,42",?
Elynet Token ELYX ELYX,"$0,015354038069",0.2%,-5.9%,-17.8%,$20 891,?
Grain GRAIN GRAIN,"$0,031140926677",?,?,?,?,?
3X Long Stellar Token XLMBULL XLMBULL,"$1,22",3.0%,-34.9%,-35.5%,$353 686,?
3X Short Stellar Token XLMBEAR XLMBEAR,"$0,038514214015",-0.5%,31.4%,24.3%,$62 306,?
Bridge Finance BFR BFR,"$0,000226402657",?,?,?,?,?
Camp CAMP CAMP,"$0,000232982888",-4.7%,-10.7%,-12.5%,$43 013,?
Stargaze Protocol STGZ STGZ,"$0,010467680078",?,?,?,?,?
Emojis Farm EMOJI EMOJI,"$9,32",?,?,?,?,?
Meme Cash MCH MCH,"$1,61",?,?,?,?,?
Hub Token HUB HUB,"$0,011267372865",0.0%,47.1%,32.5%,"$0,000000000000",?
Pluto PLUT PLUT,"$0,033282633445",?,?,?,?,?
TBCC TBCC TBCC,"$0,122398",0.5%,-8.5%,25.5%,$338 170,?
Orient OFT OFT,"$0,266761",?,?,?,?,?
yplutus YPLT YPLT,"$0,000094541585",?,?,?,?,?
Grace Period Token GPT GPT,"$231,06",?,?,?,?,?
NAR Token NAR NAR,"$0,170944",?,?,?,?,?
JFIN Coin JFIN JFIN,"$0,393442",1.8%,1.1%,9.7%,$174 910,?
Spartan 300 300,"$324,48",,,35.2%,"$0,000000000000",?
Ludena Protocol LDN LDN,"$0,830227",0.3%,-5.5%,-4.4%,$79 582,?
Rizen Coin (Old) RZN RZN,"$2,81",,,0.2%,"$0,000000000000",?
renFIL RENFIL RENFIL,"$62,36",?,?,?,?,?
Predictz PRDZ PRDZ,"$12,13",?,?,?,?,?
Wrapped Polis POLIS  POLIS,"$0,581492",?,?,?,?,?
SICash SIC SIC,"$0,000008028616",-42.1%,-43.9%,-46.0%,"$736,83",?
HLand Token HLAND HLAND,"$2,06",?,?,?,?,?
CyberTronchain CTC CTC,"$4,56",0.5%,2.6%,4.5%,$119 418,?
Cryptonits CRT CRT,"$0,002349513217",,,-6.1%,"$664,67",?
R34P R34P R34P,"$18,27",?,?,?,?,?
Refract RFR RFR,"$994,86",?,?,?,?,?
Absorber ABS ABS,"$0,245542",-0.1%,4.4%,-2.2%,"$1 586,13",?
ETH.limiteD ELD ELD,"$0,000119599369",?,?,?,?,?
Dragonfly Protocol DFLY DFLY,"$0,069822894483",?,?,?,?,?
stakedXEM STXEM STXEM,"$0,113765",?,?,?,?,?
Eclipseum ECL ECL,"$0,043638873726",?,?,?,?,?
Banana Finance BANANA BANANA,"$277,06",2.5%,-21.9%,-24.6%,$264 543,?
Nexalt XLT XLT,"$0,052166282818",-0.2%,33.0%,35.9%,"$212,61",?
ETHOPT OPT OPT,"$0,039806251373",?,?,?,?,?
Taxi TAXI TAXI,"$0,128872",?,?,?,?,?
Bollo Token BOLO BOLO,"$0,002621882384",?,?,?,?,?
G999 G999 G999,"$0,005902147295",5.0%,1.0%,-9.6%,$3 396 757,?
Chalice Finance CHAL CHAL,"$0,420249",?,?,?,?,?
Aries Financial AFIB AFIB,"$0,620073",0.8%,-8.2%,-13.1%,"$305,11",?
BeeTR BTR BTR,"$0,000100311695",0.3%,-0.1%,0.1%,"$0,039522807668",?
Bitshark BTSHK BTSHK,"$0,009122789540",?,?,?,?,?
Binance VND BVND BVND,"$0,000042251496",0.6%,0.1%,-0.2%,"$9 225,49",?
2Based Finance 2BASED 2BASED,"$1,10",?,?,?,?,?
Tartarus TAR TAR,"$0,576209",,-3.7%,13.0%,"$0,124409",?
Bubble Network BBL BBL,"$0,214140",0.0%,0.0%,87.8%,"$0,000000000000",?
Dappcents DPC DPC,"$0,000219941676",?,?,?,?,?
Medooza Ecosystem MDZA MDZA,"$0,008378939892",-0.2%,-4.8%,2.9%,"$0,923527",?
Delphi Chain Link DCL DCL,"$0,002312071451",?,?,?,?,?
Aqua AQUA AQUA,"$18,32",?,?,?,?,?
DRC Mobility DRC DRC,"$0,019638736351",-0.9%,-4.1%,-4.7%,$2 847 465,?
Cezo CEZ CEZ,"$0,000011444153",?,?,?,?,?
Dixt Finance DIXT DIXT,"$0,000005196146",0.8%,-13.7%,-82.3%,"$206,37",?
Genta GENA GENA,"$0,096285737723",?,?,?,?,?
Crypto Bank CBANK CBANK,"$0,010094179354",-1.3%,-3.9%,-29.6%,$235 434,?
Dymmax DMX DMX,"$0,006119013370",0.3%,0.6%,-44.4%,"$177,18",?
Themis MIS MIS,"$0,254571",66.2%,-14.1%,-45.9%,$173 723,?
Global Utility Smart Digital Token GUSDT GUSDT,"$0,070437198325",-2.6%,-0.9%,-10.8%,$9 359 099,?
Fnk.com FNK FNK,"$0,368199",,512.9%,-16.6%,"$1 472,05",? 
Arix ARIX ARIX,"$0,322016",0.5%,-14.1%,-88.5%,"$6 325,25",?
TheFutbolCoin TFC TFC,"$0,121377",,-3.4%,-10.2%,"$1 096,43",?
bDollar BDO BDO,"$0,025124408058",0.5%,-6.3%,-7.1%,"$7 872,52",?
Aura Protocol AURA AURA,"$1,17",?,?,?,?,?
Bitpower BPP BPP,"$0,011887676354",?,?,?,?,?
YadaCoin YDA YDA,"$0,001179410874",,-6.0%,-37.9%,"$13,66",?
Hype HYPE HYPE,"$0,188706",,-0.3%,2.1%,"$6,41",?
Farmland Protocol FAR FAR,"$0,148827",-0.6%,-18.7%,77.5%,$241 507,?
Dipper DIP DIP,"$0,000091162527",,-20.8%,-30.5%,"$22,38",?
IDL Token IDL IDL,"$0,289613",?,?,?,?,?
Wifi Coin WIFI WIFI,"$0,326509",-0.0%,-5.8%,-8.5%,$72 030,?
Yearn Ethereum Finance YEFI YEFI,"$0,070260421990",,-0.0%,0.0%,"$4,65",?
LinkBased LBD LBD,"$1,46",?,?,?,?,?
WAXE WAXE WAXE,"$329,90",1.5%,1.5%,11.7%,$2 092 184,?
Keep3r BSC Network KP3RB KP3RB,"$0,193150",?,?,?,?,?
bDollar Share SBDO SBDO,"$12,24",0.0%,0.0%,-1.2%,"$0,000000000000",?
Bafi Finance Token BAFI BAFI,"$5,91",0.8%,-5.2%,-8.0%,$1 575 334,?
PSRS PSRS PSRS,"$0,023346481662",?,?,?,?,?
Ztranzit Coin ZTNZ ZTNZ,"$1,99",?,?,?,?,?
Trich TRC TRC,"$0,000449925891",?,?,?,?,?
Dejave DJV DJV,"$132,55",?,?,?,?,?
Basis Coin Share BCS BCS,"$0,013422962180",0.0%,0.0%,-6.9%,"$0,000000000000",?
One Share ONS ONS,"$4,69",4.8%,-2.7%,12.0%,$49 851,?
Universal Gold UPXAU UPXAU,"$1 785,08",,-1.0%,-0.9%,"$155,93",?
Basis Coin Cash BCC BCC,"$0,013948527388",0.0%,0.0%,-2.1%,"$0,000000000000",?
Hyper Credit Network HPAY HPAY,"$0,000301403095",0.0%,0.0%,-24.9%,"$0,000000000000",?
DFSocial Gaming DFSG DFSG,"$192,64",-0.7%,-10.6%,-12.7%,$28 891,?
Amepay AME AME,"$0,012580095754",-0.5%,-7.2%,-4.3%,$215 868,?
Nirvana VANA VANA,"$0,256989",?,?,?,?,?
Tenet TEN TEN,"$0,307859",,1.2%,12.8%,"$2 938,66",?
Trolite TRL TRL,"$0,053247390525",0.8%,-6.3%,-7.9%,"$207,03",?
Trism TRISM TRISM,"$0,174642",?,?,?,?,?
Wise WISE WISE,"$0,587901",0.4%,-5.2%,1.7%,$669 446,?
Noah's Ark NOAHARK NOAHARK,"$280,88",0.0%,0.3%,0.3%,$820 455,?
VidyX VIDYX VIDYX,"$0,147599",1.4%,-5.6%,-9.4%,$1 454 136,?
Apple Finance APLP APLP,"$0,042058603220",0.0%,0.0%,-12.6%,"$0,000000000000",?
Wrapped CELO WCELO WCELO,"$6,48",,-16.2%,5.5%,$622 747,?
Wrapped Celo Dollar WCUSD WCUSD,"$0,999568",?,?,?,?,?
AMZ Coin AMZ AMZ,"$0,041622292885",,-3.8%,33.3%,"$572,15",?
Libra LC LC,"$0,029608034162",,-5.1%,-22.6%,"$180,27",?
MoneySwap MSWAP MSWAP,"$0,002261873476",4.5%,-11.8%,16.5%,$230 181,?
Prime Finance PFI PFI,"$1,90",?,?,?,?,?
GRPL Finance GRPL GRPL,"$109,33",?,?,?,?,?
Serum Ecosystem Token SECO SECO,"$23,83",0.3%,-7.5%,15.5%,$209 774,?
CircleSwap CIR CIR,"$0,466796",4.1%,3.7%,8.8%,$38 825,?
Tunnel Protocol TNI TNI,"$0,000313394573",?,?,?,?,?
Wrapped Statera WSTA WSTA,"$0,045334843613",-0.5%,10.9%,12.0%,"$27,73",?
CheeseSwap CHS CHS,"$0,050776653658",0.0%,0.0%,-7.3%,"$0,000000000000",?
Curio Governance CGT CGT,"$0,174407",0.1%,0.2%,-21.6%,"$25,21",?
Funder One FUNDX FUNDX,"$2 607,20",,,7.8%,$320 270,?
Zrocor ZCOR ZCOR,"$0,000084034731",?,?,?,?,?
Elis XLS XLS,"$0,706062",,-6.1%,3.9%,$21 315,?
Yearn Shark Finance YSKF YSKF,"$0,074769875769",?,?,?,?,?
RFbtc RFBTC RFBTC,"$0,002585082658",?,?, ?,?,?
Xdef Finance XDEF2 XDEF2,"$0,538166",?,?,?,?,?
Fission Cash FCX FCX,"$2,18",?,?,?,?,?
Sparkleswap Rewards ✨ ✨,"$3,15",?,?,?,?,?
King Swap $KING $KING,"$0,005801559762",-0.8%,-12.0%,5.5%,$893 937,?
Bolt Share BTS BTS,"$4,33",?,?,?,?,?
Bolt Dollar BTD BTD,"$0,049812858155",?,?,?,?,?
Medican Coin MCAN MCAN,"$0,087617814501",0.6%,0.7%,10.5%,$22 673,?
TMC NiftyGotchi TMC TMC,"$0,001598875416",?,?,?,?,?
Wrapped Terra LUNA LUNA,"$40,90",2.4%,-12.3%,8.3%,$26 145 235,?
PayYoda YOT YOT,"$0,014913005369",0.0%,0.0%,-5.0%,"$0,000000000000",?
Isalcoin ISAL ISAL,"$0,222862",,,-0.5%,"$6 753,73",?
AI Mining AIM AIM,"$0,040614621442",?,?,?,?,?
Universal Coin UCOIN UCOIN,"$1,10",1.3%,5.2%,4.1%,$29 969,?
CurrySwap CURRY CURRY,"$0,039597008543",?,?,?,?,?
ZillonLife ZLF ZLF,"$0,041993410614",?,?,?,?,?
Cactus Finance CAS CAS,"$0,007352177360",?,?,?,?,?
Dexfin DXF DXF,"$0,008905808039",0.7%,-6.4%,-7.3%,$24 407,?
Psyche USD1 USD1,"$0,999504",-0.0%,-0.8%,-0.3%,"$0,029985114906",?
Basis Gold BSG BSG,"$48,16",?,?,?,?,?
Pokeball POKE POKE,"$0,009615312647",0.0%,-3.3%,-21.7%,"$512,29",?
YFIONE YFO YFO,"$88,83",0.3%,-2.3%,-3.7%,$394 437,?
Bitberry Token BBR BBR,"$9,82",0.1%,6.2%,71.1%,"$7 702,56",?
PegShares PEGS PEGS,"$0,001150968276",?,?,?,?,?
Technology Innovation Project TIP TIP,"$0,169272",1.6%,-13.2%,-21.3%,"$19 670,81",?
DFE.Finance DFE DFE,"$19,93",-0.3%,-4.6%,15.6%,"$512,81",?
BitOnyx Token BTNYX BTNYX,"$0,028495898394",?,?,?,?,?
Gera Coin GERA GERA,"$2,92",0.7%,-0.9%,8.2%,$15 228 300,?
Noel Capital NOEL NOEL,"$0,000085536238",?,?,?,?,?
Feyorra FEY FEY ,"$0,004527582606",-9.0%,-42.7%,-6.4%,$126 213,?
Basis Gold Share (Heco) BAGS BAGS,"$17,89",0.3%,-14.7%,-15.8%,$3 078 388,?
Passive Income PSI PSI,"$4,53",-23.2%,-97.1%,-97.0%,$111 348,?
USDFreeLiquidity USDFL USDFL,"$0,679665",?,?,?,?,?
Freeliquid FL FL,"$0,624205",-1.4%,-0.5%,-4.7%,$49 291,?
Sponge SPG SPG,"$0,000064541327",?,?,?,?,?
Nayuta Coin NC NC,"$0,015464755407",?,?,?,?,?
Binance Agile Set Dollar BASD BASD,"$0,000000000005",?,?,?,?,?
OKExChain OKT OKT,"$57,28",5.1%,-1.9%,-3.8%,$18 980 578,?
TokenAsset NTB NTB,"$0,261981",0.6%,-6.2%,-10.5%,"$13 143,88",?
Excavo Finance CAVO CAVO,"$74,97",-2.6%,-3.0%,9.7%,"$4 293,23",?
B2U Coin B2U B2U,"$0,042490459794",?,?,?,?,?
Flapp FLAP FLAP,"$0,003328651665",?,?,?,?,?
Elite Swap ELT ELT,"$0,000067484782",0.0%,0.0%,0.3%,"$0,000000000000",?
Kebab Token KEBAB KEBAB,"$0,020096757049",,0.7%,-24.8%,"$22,37",?
KlaySwap Protocol KSP KSP,"$15,85",0.5%,-5.1%,-14.9%,$1 153 591,?
Smart Dollar SD SD,"$0,000273664306",?,?,?,?,?
Insured Finance INFI INFI,"$0,066555084781",,-8.4%,2.6%,"$2 192,80",?
Nami Corporation Token NAMI NAMI,"$0,015685122148",0.8%,-2.0%,2.1%,"$1 259,85",?
Typhoon Cash PHOON PHOON,"$3,31",,74.0%,66.1%,"$0,000000000000",?
Funjo FUNJO FUNJO,"$0,016672904843",14.3%,4.7%,22.6%,"$1 177,53",?
Crypto Candy CANDY CANDY,"$0,000589273575",,-3.1%,-54.0%,"$1 259,46",?
Mandala Exchange Token MDX MDX,"$0,084040910687",1.1%,13.4%,-2.4%,"$4 627,50",?
Nydronia NIA NIA,"$0,000031015892",2.0%,-34.2%,-20.6%,"$54,92",?
XNODE XNODE XNODE,"$0,001873263694",?,?,?,?,?
Make More Money M3C M3C,"$627,53",0.1%,6.5%,-3.2%,"$4 392,74",?
Transmute XPB XPB,"$0,284688",?,?,?,?,?
DarkBundles DBUND DBUND,"$0,103408",?,?,?,?,?
Armor NXM ARNXM ARNXM,"$57,64",,-5.6%,0.3%,$59 941,?
EOX EOX EOX,"$0,000200085839",,-0.8%,0.0%,"$16 111,03",?
Folder Protocol FOL FOL,"$2,68",0.3%,-5.8%,-18.3%,$648 411,?
POC Blockchain POC POC,"$0,520448",0.0%,-2.7%,-6.6%,"$1 101,80",?
Sting STN STN,"$1,71",1.2%,-5.0%,-5.8%,$1 367 203,?
Bliss BLISS BLISS,"$0,034123850502",?,?,?,?,?
Interop TROP TROP,"$0,820065",?,?,?,?,?
Universal Dollar U8D U8D,"$0,017345751455",?,?,?,?,?
Secret (ERC20) WSCRT WSCRT,"$8,76",6.9%,-5.3%,85.9%,$1 535 483,?
Tokemon TKMN TKMN,"$66,74",?,?,?,?,?
Talent Coin TLNT TLNT,"$0,000100465841",,0.0%,2264.1%,"$0,000000000000",?
Tozex TOZ TOZ,"$0,300754",0.6%,-4.1%,-2.8%,$201 937,?
Unagii Tether USD UUSDT UUSDT,"$1,01",0.3%,-0.3%,-10.1%,"$0,000000000000",?
Psychic PSY PSY,"$0,003459669069",0.5%,-3.9%,-38.4%,"$14,00",?
Unagii USD Coin UUSDC UUSDC,"$1,01",0.2%,0.1%,-10.2%,"$0,000000000000",?
Unagii Dai UDAI UDAI,"$1,03",0.4%,0.1%,-10.0%,"$0,000000000000",?
Natus Vincere Fan Token NAVI NAVI,"$1,77",3.9%,-8.2%,-5.1%,$98 976,?
Linear (BSC) LINA LINA,"$0,046117088348",1.9%,-15.5%,-14.9%,$640 424,?
Klondike BTC KBTC KBTC,$50 491,?,?,?,?,?
Beluga.fi BELUGA BELUGA,"$31,42",?,?,?,?,?
Anime Token ANI ANI,"$0,003436555504",0.3%,-5.9%,0.3%,"$1 779,40",?
Bulls BULLS BULLS,"$0,023296994499",?,?,?,?,?
Gasgains GASG GASG,"$0,281234",?,?,?,?,?
xINCHa XINCHA XINCHA,"$0,522700",-5.0%,32.5%,,$29 867,?
xINCHb XINCHB XINCHB,"$0,308022",?,?,?,?,?
Binance ETH staking BETH BETH,"$3 711,38",0.8%,-4.3%,4.7%,$11 207 715,?
Double Ace DAA DAA,"$0,009162470184",0.8%,-3.3%,-5.3%,$155 764,?
TTCRYPTO TTC TTC,"$0,102970",?,?,?,?,?
Protocol Finance PFI PFI,"$25,82",?,?,?,?,?
Tcoin.fun TCO TCO,"$0,000018497988",0.0%,0.0%,-2.6%,"$0,000000000000",?
Koloop Basic KPC KPC,"$0,000934556072",0.6%,10.3%,78.4%,"$1 422,54",?
Gas Cash Back GCBN GCBN,"$2,34",?,?,?,?,?
Bitcicoin BITCI BITCI,"$0,029914493113",3.9%,-9.5%,-6.8%,$2 586 262,?
Polaris Share POLA POLA,"$0,101896",0.0%,-6.7%,-6.4%,$559 459,?
Polar Chain POLA POLA,"$0,001405479434",?,?,?,?,?
